disaster_id,disaster_location_id,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness,year,event_name,location,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,associated_disaster,associated_disaster2,country_name,country_iso3,start_isodate,end_isodate,no_killed,no_injured,no_affected,no_homeless,total_affected,total_dam_usd,even_split_dam_usd
2007-576,2007-576_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1,2007,Mitag (Mina) (23),"Isabela (Luzon Isl.), Camarines Sur, Camarines Norte provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-11-25,2007-12-2 ,29,6,443109,0,443115,6691213.3,2230404.43333
2007-560,2007-560_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1,2007,Kabayan (Peipah),"Isabela, Cagayan (Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2007-11-4,2007-11-6 ,8,0,33884,0,33884,3975918.94,1987959.47
2007-560,2007-560_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1,2007,Kabayan (Peipah),"Isabela, Cagayan (Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2007-11-4,2007-11-6 ,8,0,33884,0,33884,3975918.94,1987959.47
2007-553,2007-553_7521295,7521295,4,Northern Mindanao,8.5262,125.22669,ADM1,6295630|6255147|PH|10,Earth|Asia|Philippines|Northern Mindanao,1,1,2007,,Central Visayans and Northern Mindano regions,Natural,Hydrological,Flood,Storm surge/coastal flood,,Landslide / Mudslide,,Philippines,PHL,2007-11-18,2007-11-21 ,11,0,16463,0,16463,3372371.5,1686185.75
2007-553,2007-553_7521306,7521306,4,Central Visayas,9.91072,123.61442,ADM1,6295630|6255147|PH|07,Earth|Asia|Philippines|Central Visayas,1,1,2007,,Central Visayans and Northern Mindano regions,Natural,Hydrological,Flood,Storm surge/coastal flood,,Landslide / Mudslide,,Philippines,PHL,2007-11-18,2007-11-21 ,11,0,16463,0,16463,3372371.5,1686185.75
2007-525,2007-525_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1,2007,,Bicol (Southern Luzon),Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2007-10-27,2007-11-1 ,20,0,0,0,0,0,0
2007-463,2007-463_7115730,7115730,3,Kalinga,17.42599,121.41609,ADM2,6295630|6255147|PH|15|7115730,Earth|Asia|Philippines|Cordillera|Kalinga,1,1,2007,Lekima,"Ifugao, Kalinga provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-9-29,2007-10-12 ,8,0,2000,0,2000,0,0
2007-463,2007-463_1711331,1711331,3,Province of Ifugao,16.83333,121.16667,ADM2,6295630|6255147|PH|15|1711331,Earth|Asia|Philippines|Cordillera|Province of Ifugao,1,1,2007,Lekima,"Ifugao, Kalinga provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-9-29,2007-10-12 ,8,0,2000,0,2000,0,0
2007-457,2007-457_1697808,1697808,3,Province of Negros Occidental,10.41667,123,ADM2,6295630|6255147|PH|06|1697808,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental,1,1,2007,Wipha/Goring,Negros Occidental,Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-9-17,2007-9-25 ,2,0,30000,0,30000,0,0
2007-380,2007-380_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1,2007,Sepat,"Central Luzon, Southern Luzon provinces, and the Bicol region",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-8-17,2007-8-24 ,3,0,380000,0,380000,658415.39,164603.8475
2007-380,2007-380_1704846,1704846,1,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,1,2007,Sepat,"Central Luzon, Southern Luzon provinces, and the Bicol region",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-8-17,2007-8-24 ,3,0,380000,0,380000,658415.39,164603.8475
2007-380,2007-380_7521303,7521303,4,Calabarzon,14.31,121.09,ADM1,6295630|6255147|PH|40,Earth|Asia|Philippines|Calabarzon,1,1,2007,Sepat,"Central Luzon, Southern Luzon provinces, and the Bicol region",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-8-17,2007-8-24 ,3,0,380000,0,380000,658415.39,164603.8475
2007-380,2007-380_7521296,7521296,4,Mimaropa,12.87014,121.13403,ADM1,6295630|6255147|PH|41,Earth|Asia|Philippines|Mimaropa,1,1,2007,Sepat,"Central Luzon, Southern Luzon provinces, and the Bicol region",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-8-17,2007-8-24 ,3,0,380000,0,380000,658415.39,164603.8475
2007-346,2007-346_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1,2007,Chedeng and Dodong,"Metro Manilla, Luzon provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-8-8,2007-8-13 ,7,7,921455,0,921462,658415.39,329207.695
2007-346,2007-346_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1,2007,Chedeng and Dodong,"Metro Manilla, Luzon provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-8-8,2007-8-13 ,7,7,921455,0,921462,658415.39,329207.695
2007-22,2007-22_1731818,1731818,3,Province of Agusan del Sur,8.5,125.83333,ADM2,6295630|6255147|PH|13|1731818,Earth|Asia|Philippines|Caraga|Province of Agusan del Sur,1,1,2007,,"Agusan del Norte, Agusan del Sur, Davao del Norte, Davao del Sur (Mindanao Isl.) - Visayas",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2007-1-10,2007-1-24 ,9,0,24508,0,24508,5460030.05,1365007.5125
2007-22,2007-22_1731819,1731819,3,Province of Agusan del Norte,9.16667,125.5,ADM2,6295630|6255147|PH|13|1731819,Earth|Asia|Philippines|Caraga|Province of Agusan del Norte,1,1,2007,,"Agusan del Norte, Agusan del Sur, Davao del Norte, Davao del Sur (Mindanao Isl.) - Visayas",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2007-1-10,2007-1-24 ,9,0,24508,0,24508,5460030.05,1365007.5125
2007-22,2007-22_1715345,1715345,3,Province of Davao del Sur,6.33333,125.5,ADM2,6295630|6255147|PH|11|1715345,Earth|Asia|Philippines|Davao|Province of Davao del Sur,1,1,2007,,"Agusan del Norte, Agusan del Sur, Davao del Norte, Davao del Sur (Mindanao Isl.) - Visayas",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2007-1-10,2007-1-24 ,9,0,24508,0,24508,5460030.05,1365007.5125
2007-22,2007-22_1715347,1715347,3,Province of Davao del Norte,7.45099,125.81543,ADM2,6295630|6255147|PH|11|1715347,Earth|Asia|Philippines|Davao|Province of Davao del Norte,1,1,2007,,"Agusan del Norte, Agusan del Sur, Davao del Norte, Davao del Sur (Mindanao Isl.) - Visayas",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2007-1-10,2007-1-24 ,9,0,24508,0,24508,5460030.05,1365007.5125
2008-623,2008-623_1719330,1719330,1,Candaba,15.15,120.85,ADM3,6295630|6255147|PH|03|1695848|1719330,Earth|Asia|Philippines|Central Luzon|Province of Pampanga|Candaba,1,1,2008,TRopical storm \'Higos\' (Pablo),"Nueva Ecija, Pampanga, Candaba",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2008-9-29,2008-9-29 ,1,0,27683,0,27683,0,0
2008-623,2008-623_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1,2008,TRopical storm \'Higos\' (Pablo),"Nueva Ecija, Pampanga, Candaba",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2008-9-29,2008-9-29 ,1,0,27683,0,27683,0,0
2008-623,2008-623_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1,2008,TRopical storm \'Higos\' (Pablo),"Nueva Ecija, Pampanga, Candaba",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2008-9-29,2008-9-29 ,1,0,27683,0,27683,0,0
2008-622,2008-622_1703701,1703701,3,Province of Maguindanao,7.13333,124.3,ADM2,6295630|6255147|PH|14|1703701,Earth|Asia|Philippines|Autonomous Region in Muslim Mindanao|Province of Maguindanao,1,1,2008,,"Cotabato, Shariff Kabunsuan, Maguindanao",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-9-4,2008-9-13 ,6,3,365675,0,365678,4944121.95,1648040.65
2008-622,2008-622_1716770,1716770,3,Cotabato City,7.21667,124.25,ADM2,6295630|6255147|PH|12|1716770,Earth|Asia|Philippines|Soccsksargen|Cotabato City,1,1,2008,,"Cotabato, Shariff Kabunsuan, Maguindanao",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-9-4,2008-9-13 ,6,3,365675,0,365678,4944121.95,1648040.65
2008-622,2008-622_7115989,7115989,4,Autonomous Region in Muslim Mindanao,7.79583,122.78921,ADM1,6295630|6255147|PH|14,Earth|Asia|Philippines|Autonomous Region in Muslim Mindanao,1,1,2008,,"Cotabato, Shariff Kabunsuan, Maguindanao",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-9-4,2008-9-13 ,6,3,365675,0,365678,4944121.95,1648040.65
2008-621,2008-621_1716447,1716447,1,Currimao,18,120.5,ADM3,6295630|6255147|PH|01|1711034|1716447,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Currimao,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1726339,1726339,1,Batac City,18.0554,120.56489,PPL,6295630|6255147|PH|01|1726339,Earth|Asia|Philippines|Ilocos|Batac City,2,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1687847,1687847,1,Santa Teresita,18.2472,121.9127,PPLA3,6295630|6255147|PH|02|1721086|1687851|1687847,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Santa Teresita|Santa Teresita,2,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1696484,1696484,1,Pagudpud,18.56327,120.86478,ADM3,6295630|6255147|PH|01|1711034|1696484,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Pagudpud,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1701024,1701024,1,Marcos,18.02454,120.70323,ADM3,6295630|6255147|PH|01|1711034|1701024,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Marcos,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1697472,1697472,1,Nueva Era,17.93333,120.7,ADM3,6295630|6255147|PH|01|1711034|1697472,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Nueva Era,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1688906,1688906,1,San Nicolas,16.1,120.78333,ADM3,6295630|6255147|PH|01|1695357|1688906,Earth|Asia|Philippines|Ilocos|Province of Pangasinan|San Nicolas,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1714729,1714729,1,Dingras,18.07556,120.72984,ADM3,6295630|6255147|PH|01|1711034|1714729,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Dingras,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1705115,1705115,1,Luna,16.85,120.38333,ADM3,6295630|6255147|PH|01|1707052|1705115,Earth|Asia|Philippines|Ilocos|Province of La Union|Luna,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1694485,1694485,1,Pasuquin,18.36667,120.63333,ADM3,6295630|6255147|PH|01|1711034|1694485,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Pasuquin,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1729656,1729656,1,Bacarra,18.25,120.61667,ADM3,6295630|6255147|PH|01|1711034|1729656,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Bacarra,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1687148,1687148,1,Sarrat,18.1,120.66667,ADM3,6295630|6255147|PH|01|1711034|1687148,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Sarrat,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1707403,1707403,3,Laoag City,18.2,120.6,ADM2,6295630|6255147|PH|01|1707403,Earth|Asia|Philippines|Ilocos|Laoag City,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1727212,1727212,1,Bangui,18.47045,120.75321,ADM3,6295630|6255147|PH|01|1711034|1727212,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Bangui,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1694872,1694872,1,Paoay,18.08333,120.51667,ADM3,6295630|6255147|PH|01|1711034|1694872,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Paoay,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-621,2008-621_1693942,1693942,1,Piddig,18.18283,120.75663,ADM3,6295630|6255147|PH|01|1711034|1693942,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Piddig,1,1,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46,10979.96625
2008-620,2008-620_1715347,1715347,3,Province of Davao del Norte,7.45099,125.81543,ADM2,6295630|6255147|PH|11|1715347,Earth|Asia|Philippines|Davao|Province of Davao del Norte,1,1,2008,,"Manay (Davao Oriental), B.E. Dujali (Davaao del Norte)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-6-17,2008-6-17 ,7,1,2390,0,2391,206752.02,103376.01
2008-620,2008-620_1702033,1702033,1,Manay,7.18333,126.41667,ADM3,6295630|6255147|PH|11|1715342|1702033,Earth|Asia|Philippines|Davao|Province of Davao Oriental|Manay,1,1,2008,,"Manay (Davao Oriental), B.E. Dujali (Davaao del Norte)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-6-17,2008-6-17 ,7,1,2390,0,2391,206752.02,103376.01
2008-611,2008-611_1730026,1730026,1,Asuncion,7.58333,125.76667,ADM3,6295630|6255147|PH|11|1715347|1730026,Earth|Asia|Philippines|Davao|Province of Davao del Norte|Asuncion,1,1,2008,,"Asucion (Davao del Norte province), Initao, Gitagum (Oriental province)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-1-18,2008-1-18 ,0,0,29184,0,29184,533013.87,177671.29
2008-611,2008-611_6569539,6569539,1,Municipality of Gitagum,8.55778,124.39917,ADM3,6295630|6255147|PH|10|1699492|6569539,Earth|Asia|Philippines|Northern Mindanao|Province of Misamis Oriental|Municipality of Gitagum,1,1,2008,,"Asucion (Davao del Norte province), Initao, Gitagum (Oriental province)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-1-18,2008-1-18 ,0,0,29184,0,29184,533013.87,177671.29
2008-611,2008-611_6569728,6569728,1,Municipality of Initao,8.49056,124.33583,ADM3,6295630|6255147|PH|10|1699492|6569728,Earth|Asia|Philippines|Northern Mindanao|Province of Misamis Oriental|Municipality of Initao,1,1,2008,,"Asucion (Davao del Norte province), Initao, Gitagum (Oriental province)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-1-18,2008-1-18 ,0,0,29184,0,29184,533013.87,177671.29
2008-609,2008-609_1713788,1713788,1,Esperanza,6.72306,124.51972,PPLA3,6295630|6255147|PH|12|1685377|1713791|1713788,Earth|Asia|Philippines|Soccsksargen|Province of Sultan Kudarat|Esperanza|Esperanza,2,1,2008,TYphoon \'Rammasun\' (Butchoy),"Lambayong, Esperanza (Sultan Kudarat)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-5-13,2008-5-13 ,1,40,8350,0,8390,334627.54,167313.77
2008-609,2008-609_1707812,1707812,1,Lambayong,6.51944,125.04444,PPL,6295630|6255147|PH|12|1685377|1707812,Earth|Asia|Philippines|Soccsksargen|Province of Sultan Kudarat|Lambayong,2,1,2008,TYphoon \'Rammasun\' (Butchoy),"Lambayong, Esperanza (Sultan Kudarat)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-5-13,2008-5-13 ,1,40,8350,0,8390,334627.54,167313.77
2008-608,2008-608_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1,2008,,"Nueva Ecija, Tariac, Pampanga, Bulacan",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-8-8,2008-8-8 ,0,0,39530,0,39530,0,0
2008-608,2008-608_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1,2008,,"Nueva Ecija, Tariac, Pampanga, Bulacan",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-8-8,2008-8-8 ,0,0,39530,0,39530,0,0
2008-608,2008-608_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1,2008,,"Nueva Ecija, Tariac, Pampanga, Bulacan",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-8-8,2008-8-8 ,0,0,39530,0,39530,0,0
2008-608,2008-608_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1,2008,,"Nueva Ecija, Tariac, Pampanga, Bulacan",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-8-8,2008-8-8 ,0,0,39530,0,39530,0,0
2008-571,2008-571_7521303,7521303,4,Calabarzon,14.31,121.09,ADM1,6295630|6255147|PH|40,Earth|Asia|Philippines|Calabarzon,1,1,2008,,Souther Luzon,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-12-1,2008-12-4 ,29,0,0,50000,50000,0,0
2008-571,2008-571_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1,2008,,Souther Luzon,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-12-1,2008-12-4 ,29,0,0,50000,50000,0,0
2008-571,2008-571_7521296,7521296,4,Mimaropa,12.87014,121.13403,ADM1,6295630|6255147|PH|41,Earth|Asia|Philippines|Mimaropa,1,1,2008,,Souther Luzon,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-12-1,2008-12-4 ,29,0,0,50000,50000,0,0
2008-545,2008-545_1685883,1685883,1,Solana,17.7,121.66667,ADM3,6295630|6255147|PH|02|1721086|1685883,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Solana,1,1,2008,,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peñablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao (Cagayan province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto.Thomas",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2008-11-21,2008-11-24 ,10,0,239763,0,239763,4885562.13,203565.08875
2008-545,2008-545_1692216,1692216,1,Quezon,17.31667,121.63333,ADM3,6295630|6255147|PH|02|1710515|1692216,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela|Quezon,1,1,2008,,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peñablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao (Cagayan province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto.Thomas",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2008-11-21,2008-11-24 ,10,0,239763,0,239763,4885562.13,203565.08875
2008-545,2008-545_1717353,1717353,1,Claveria,18.57149,121.10331,ADM3,6295630|6255147|PH|02|1721086|1717353,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Claveria,1,1,2008,,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peñablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao (Cagayan province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto.Thomas",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2008-11-21,2008-11-24 ,10,0,239763,0,239763,4885562.13,203565.08875
