disaster_id,location_id,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness
2010-20,2010-20_1690019,1690019,1,San Francisco,8.53556,125.95,PPLA3,6295630|6255147|PH|13|1731818|1690024|1690019,Earth|Asia|Philippines|Caraga|Province of Agusan del Sur|San Francisco|San Francisco,2,1
2010-20,2010-20_1703523,1703523,1,Mainit,9.55,125.5,ADM3,6295630|6255147|PH|13|1685215|1703523,Earth|Asia|Philippines|Caraga|Province of Surigao del Norte|Mainit,1,1
2010-20,2010-20_1692748,1692748,1,Prosperidad,8.41667,125.86667,ADM3,6295630|6255147|PH|13|1731818|1692748,Earth|Asia|Philippines|Caraga|Province of Agusan del Sur|Prosperidad,1,1
2010-20,2010-20_1687831,1687831,1,Santiago,9.26556,125.55917,PPL,6295630|6255147|PH|13|1731819|1687831,Earth|Asia|Philippines|Caraga|Province of Agusan del Norte|Santiago,2,1
2010-20,2010-20_1710400,1710400,1,Jabonga,9.41667,125.61667,ADM3,6295630|6255147|PH|13|1731819|1710400,Earth|Asia|Philippines|Caraga|Province of Agusan del Norte|Jabonga,1,1
2010-20,2010-20_1707178,1707178,1,Las Nieves,8.76667,125.5,ADM3,6295630|6255147|PH|13|1731819|1707178,Earth|Asia|Philippines|Caraga|Province of Agusan del Norte|Las Nieves,1,1
2010-20,2010-20_1705553,1705553,1,Loreto,10.35,125.61667,ADM3,6295630|6255147|PH|13|1685215|1705553,Earth|Asia|Philippines|Caraga|Province of Surigao del Norte|Loreto,1,1
2010-20,2010-20_1721011,1721011,1,Cagdianao,10,125.63333,ADM3,6295630|6255147|PH|13|1685215|1721011,Earth|Asia|Philippines|Caraga|Province of Surigao del Norte|Cagdianao,1,1
2010-488,2010-488_1715348,1715348,1,Davao City,7.07306,125.61278,PPLA,6295630|6255147|PH|11|1715348,Earth|Asia|Philippines|Davao|Davao City,2,1
2010-488,2010-488_1693078,1693078,1,Polomolok,6.28333,125.08333,ADM3,6295630|6255147|PH|12|1685731|1693078,Earth|Asia|Philippines|Soccsksargen|Province of South Cotabato|Polomolok,1,1
2010-488,2010-488_1707812,1707812,1,Lambayong,6.51944,125.04444,PPL,6295630|6255147|PH|12|1685377|1707812,Earth|Asia|Philippines|Soccsksargen|Province of Sultan Kudarat|Lambayong,2,1
2010-488,2010-488_1727403,1727403,1,Banga,6.45,124.75,ADM3,6295630|6255147|PH|12|1685731|1727403,Earth|Asia|Philippines|Soccsksargen|Province of South Cotabato|Banga,1,1
2010-488,2010-488_1709629,1709629,1,Kalilangan,7.91667,124.71667,ADM3,6295630|6255147|PH|40|1726279|1709629,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Kalilangan,1,1
2010-488,2010-488_1708524,1708524,1,City of Koronadal,6.46667,124.88333,ADM3,6295630|6255147|PH|12|1685731|1708524,Earth|Asia|Philippines|Soccsksargen|Province of South Cotabato|City of Koronadal,1,1
2010-488,2010-488_1721080,1721080,1,Cagayan de Oro,8.48222,124.64722,PPLA,6295630|6255147|PH|10|1699492|1721080,Earth|Asia|Philippines|Northern Mindanao|Province of Misamis Oriental|Cagayan de Oro,2,1
2010-488,2010-488_1684682,1684682,1,City of Tacurong,6.68333,124.68333,ADM3,6295630|6255147|PH|12|1685377|1684682,Earth|Asia|Philippines|Soccsksargen|Province of Sultan Kudarat|City of Tacurong,1,1
2010-488,2010-488_1680614,1680614,1,Tupi,6.31667,124.95,ADM3,6295630|6255147|PH|12|1685731|1680614,Earth|Asia|Philippines|Soccsksargen|Province of South Cotabato|Tupi,1,1
2010-585,2010-585_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
2010-585,2010-585_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
2010-585,2010-585_7115730,7115730,3,Kalinga,17.42599,121.41609,ADM2,6295630|6255147|PH|15|7115730,Earth|Asia|Philippines|Cordillera|Kalinga,1,1
2010-585,2010-585_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1
2010-585,2010-585_1691975,1691975,3,Province of Quirino,16.28333,121.58333,ADM2,6295630|6255147|PH|02|1691975,Earth|Asia|Philippines|Cagayan Valley|Province of Quirino,1,1
2010-232,2010-232_9062331,9062331,2,Mindanao,7.27529,124.51904,ISL,6295630|6255147|PH|12|9062331,Earth|Asia|Philippines|Soccsksargen|Mindanao,4,2
2010-383,2010-383_1723071,1723071,1,Bulakan,14.76627,120.87614,ADM3,6295630|6255147|PH|03|1723064|1723071,Earth|Asia|Philippines|Central Luzon|Province of Bulacan|Bulakan,1,1
2010-383,2010-383_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1
2010-383,2010-383_8335905,8335905,1,City of Malolos,14.82978,120.83713,ADM3,6295630|6255147|PH|03|1723064|8335905,Earth|Asia|Philippines|Central Luzon|Province of Bulacan|City of Malolos,1,1
2010-383,2010-383_7521296,7521296,4,Mimaropa,12.87014,121.13403,ADM1,6295630|6255147|PH|41,Earth|Asia|Philippines|Mimaropa,1,1
2010-383,2010-383_1687583,1687583,1,Santo Rosario,14.81388,120.71655,PPL,6295630|6255147|PH|03|1723064|1687583,Earth|Asia|Philippines|Central Luzon|Province of Bulacan|Santo Rosario,2,1
2010-383,2010-383_1701667,1701667,3,City of Manila,14.58333,121,ADM2,6295630|6255147|PH|NCR|1701667,Earth|Asia|Philippines|National Capital Region|City of Manila,1,1
2010-543,2010-543_1687675,1687675,1,Santo Niño,17.95,121.51667,ADM3,6295630|6255147|PH|02|1721086|1687675,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Santo Niño,1,1
2010-543,2010-543_1714587,1714587,1,Divilican,17.3,122.18333,ADM3,6295630|6255147|PH|02|1710515|1714587,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela|Divilican,1,1
2010-543,2010-543_1724317,1724317,1,Bolinao,16.3883,119.8923,PPLA3,6295630|6255147|PH|01|1695357|1724319|1724317,Earth|Asia|Philippines|Ilocos|Province of Pangasinan|Bolinao|Bolinao,2,1
2010-543,2010-543_1730401,1730401,1,Aparri,18.33333,121.61667,ADM3,6295630|6255147|PH|02|1721086|1730401,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Aparri,1,1
2010-543,2010-543_1730173,1730173,1,Aringay,16.4,120.4,ADM3,6295630|6255147|PH|01|1707052|1730173,Earth|Asia|Philippines|Ilocos|Province of La Union|Aringay,1,1
2010-543,2010-543_1691680,1691680,1,Rizal,17.83333,121.4,ADM3,6295630|6255147|PH|02|1721086|1691680,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Rizal,1,1
2010-543,2010-543_1688059,1688059,1,Santa Maria,17.48333,121.73333,ADM3,6295630|6255147|PH|02|1710515|1688059,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela|Santa Maria,1,1
2010-543,2010-543_1687957,1687957,1,Santa Praxedes,18.53151,120.99931,ADM3,6295630|6255147|PH|02|1721086|1687957,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Santa Praxedes,1,1
2010-543,2010-543_1717353,1717353,1,Claveria,18.57149,121.10331,ADM3,6295630|6255147|PH|02|1721086|1717353,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Claveria,1,1
2010-543,2010-543_1712752,1712752,1,Gonzaga,18.28333,122.11667,ADM3,6295630|6255147|PH|02|1721086|1712752,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Gonzaga,1,1
2010-543,2010-543_1707205,1707205,1,Lasam,18.06667,121.55,ADM3,6295630|6255147|PH|02|1721086|1707205,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Lasam,1,1
2010-543,2010-543_1688393,1688393,1,Santa Ana,18.46986,122.14775,PPL,6295630|6255147|PH|02|1721086|1688393,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Santa Ana,2,1
2010-543,2010-543_1711173,1711173,1,Iguig,17.75,121.76667,ADM3,6295630|6255147|PH|02|1721086|1711173,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Iguig,1,1
2010-543,2010-543_1681284,1681284,1,Tuao,17.73641,121.45635,PPLA3,6295630|6255147|PH|02|1721086|1681286|1681284,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Tuao|Tuao,2,1
2010-543,2010-543_1727330,1727330,1,Bangar,16.88333,120.43333,ADM3,6295630|6255147|PH|01|1707052|1727330,Earth|Asia|Philippines|Ilocos|Province of La Union|Bangar,1,1
2010-543,2010-543_1687851,1687851,1,Santa Teresita,18.25,121.88333,ADM3,6295630|6255147|PH|02|1721086|1687851,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan|Santa Teresita,1,1
2010-543,2010-543_1714759,1714759,1,Dinapigue,16.5273,122.2645,PPL,6295630|6255147|PH|02|1710515|1714759,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela|Dinapigue,2,1
2010-543,2010-543_1689080,1689080,1,San Mariano,16.98265,122.01404,PPL,6295630|6255147|PH|02|1710515|1689080,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela|San Mariano,2,1
2010-659,2010-659_1713986,1713986,3,Eastern Samar,11.53054,125.47647,ADM2,6295630|6255147|PH|08|1713986,Earth|Asia|Philippines|Eastern Visayas|Eastern Samar,1,1
2010-659,2010-659_1696177,1696177,3,Province of Palawan,10,118.75,ADM2,6295630|6255147|PH|41|1696177,Earth|Asia|Philippines|Mimaropa|Province of Palawan,1,1
2010-659,2010-659_1706800,1706800,3,Province of Leyte,10.91667,124.66667,ADM2,6295630|6255147|PH|08|1706800,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte,1,1
2010-659,2010-659_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
2010-659,2010-659_1707668,1707668,3,Province of Lanao del Norte,8,124,ADM2,6295630|6255147|PH|10|1707668,Earth|Asia|Philippines|Northern Mindanao|Province of Lanao del Norte,1,1
2010-659,2010-659_1717952,1717952,3,Province of Catanduanes,13.83333,124.25,ADM2,6295630|6255147|PH|05|1717952,Earth|Asia|Philippines|Bicol|Province of Catanduanes,1,1
2010-659,2010-659_1690649,1690649,3,Province of Samar,11.83333,125,ADM2,6295630|6255147|PH|08|1690649,Earth|Asia|Philippines|Eastern Visayas|Province of Samar,1,1
2010-659,2010-659_1724395,1724395,3,Province of Bohol,9.83333,124.16667,ADM2,6295630|6255147|PH|07|1724395,Earth|Asia|Philippines|Central Visayas|Province of Bohol,1,1
2010-659,2010-659_1697549,1697549,3,Northern Samar,12.33333,124.66667,ADM2,6295630|6255147|PH|08|1697549,Earth|Asia|Philippines|Eastern Visayas|Northern Samar,1,1
2010-659,2010-659_1685754,1685754,3,Province of Sorsogon,12.83333,123.91667,ADM2,6295630|6255147|PH|05|1685754,Earth|Asia|Philippines|Bicol|Province of Sorsogon,1,1
2010-659,2010-659_1685725,1685725,3,Southern Leyte,10.33333,125.08333,ADM2,6295630|6255147|PH|08|1685725,Earth|Asia|Philippines|Eastern Visayas|Southern Leyte,1,1
2010-659,2010-659_1719694,1719694,3,Province of Camiguin,9.16667,124.75,ADM2,6295630|6255147|PH|10|1719694,Earth|Asia|Philippines|Northern Mindanao|Province of Camiguin,1,1
2010-659,2010-659_1717511,1717511,3,Province of Cebu,9.33333,123.66667,ADM2,6295630|6255147|PH|07|1717511,Earth|Asia|Philippines|Central Visayas|Province of Cebu,1,1
2010-308,2010-308_1690664,1690664,1,Samal,14.76778,120.54306,PPLA3,6295630|6255147|PH|03|1726347|1690667|1690664,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Samal|Samal,2,1
2010-308,2010-308_1707047,1707047,1,Laurel,14.05429,120.90846,ADM3,6295630|6255147|PH|40|1726279|1707047,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Laurel,1,1
2010-308,2010-308_1697046,1697046,1,Orani,14.8006,120.5371,PPLA3,6295630|6255147|PH|03|1726347|1697047|1697046,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Orani|Orani,2,1
2010-308,2010-308_1700868,1700868,1,Mariveles,14.43385,120.48569,PPLA3,6295630|6255147|PH|03|1726347|1700869|1700868,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Mariveles|Mariveles,2,1
2010-308,2010-308_1720499,1720499,1,Calatagan,13.83224,120.63219,PPLA3,6295630|6255147|PH|40|1726279|1720503|1720499,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Calatagan|Calatagan,2,1
2010-308,2010-308_1720751,1720751,1,Calaca,13.93244,120.81327,PPLA3,6295630|6255147|PH|40|1726279|1720752|1720751,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Calaca|Calaca,2,1
2010-308,2010-308_1728336,1728336,1,Balayan,13.93714,120.73224,PPLA3,6295630|6255147|PH|40|1726279|1728337|1728336,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Balayan|Balayan,2,1
2010-308,2010-308_1697023,1697023,1,Orion,14.62056,120.58167,PPLA3,6295630|6255147|PH|03|1726347|1697024|1697023,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Orion|Orion,2,1
2010-308,2010-308_1699204,1699204,1,Morong,14.67889,120.26611,PPLA3,6295630|6255147|PH|03|1726347|1699207|1699204,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Morong|Morong,2,1
2010-308,2010-308_1728523,1728523,1,Balanga,14.67611,120.53611,PPLA3,6295630|6255147|PH|03|1726347|1728527|1728523,Earth|Asia|Philippines|Central Luzon|Province of Bataan|City of Balanga|Balanga,2,1
2010-308,2010-308_1694404,1694404,1,Municipality of Pateros,14.55,121.06667,ADM3,6295630|6255147|PH|NCR|1694404,Earth|Asia|Philippines|National Capital Region|Municipality of Pateros,1,1
2010-308,2010-308_1714743,1714743,1,Dingalan,15.3897,121.3929,PPL,6295630|6255147|PH|03|1729926|1714743,Earth|Asia|Philippines|Central Luzon|Province of Aurora|Dingalan,2,1
2010-308,2010-308_1732354,1732354,1,Abucay,14.73347,120.53358,PPLA3,6295630|6255147|PH|03|1726347|1732356|1732354,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Municipality of Abucay|Abucay,2,1
2010-308,2010-308_1728254,1728254,1,Balete,14.01387,121.11332,ADM3,6295630|6255147|PH|40|1726279|1728254,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Balete,1,1
2010-308,2010-308_1731970,1731970,1,Agoncillo,13.96667,120.9,ADM3,6295630|6255147|PH|40|1726279|1731970,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Agoncillo,1,1
2010-308,2010-308_1706361,1706361,1,Limay,14.56194,120.59833,PPLA3,6295630|6255147|PH|03|1726347|1706362|1706361,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Limay|Limay,2,1
2010-308,2010-308_1701668,1701668,1,Manila,14.6042,120.9822,PPLC,6295630|6255147|PH|NCR|1701667|1701668,Earth|Asia|Philippines|National Capital Region|City of Manila|Manila,2,1
2010-308,2010-308_1729311,1729311,1,Bagac,14.58333,120.41667,ADM3,6295630|6255147|PH|03|1726347|1729311,Earth|Asia|Philippines|Central Luzon|Province of Bataan|Bagac,1,1
2010-308,2010-308_1702540,1702540,1,Malolos,14.8443,120.81039,PPLA2,6295630|6255147|PH|03|1723064|1702540,Earth|Asia|Philippines|Central Luzon|Province of Bulacan|Malolos,2,1
2010-308,2010-308_1700753,1700753,1,Masantol,14.896,120.7092,PPLA3,6295630|6255147|PH|03|1695848|1700754|1700753,Earth|Asia|Philippines|Central Luzon|Province of Pampanga|Masantol|Masantol,2,1
2010-308,2010-308_1699076,1699076,1,Muntinlupa,14.39028,121.0475,PPL,6295630|6255147|PH|40|1691591|1699076,Earth|Asia|Philippines|Calabarzon|Province of Rizal|Muntinlupa,2,1
2010-391,2010-391_7521300,7521300,4,Cordillera,17.0852,121.03322,ADM1,6295630|6255147|PH|15,Earth|Asia|Philippines|Cordillera,1,1
2010-391,2010-391_7521304,7521304,4,Western Visayas,11.13,122.53,ADM1,6295630|6255147|PH|06,Earth|Asia|Philippines|Western Visayas,1,1
2010-391,2010-391_7521307,7521307,4,Eastern Visayas,11.51649,124.96204,ADM1,6295630|6255147|PH|08,Earth|Asia|Philippines|Eastern Visayas,1,1
2010-391,2010-391_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
2010-391,2010-391_7521296,7521296,4,Mimaropa,12.87014,121.13403,ADM1,6295630|6255147|PH|41,Earth|Asia|Philippines|Mimaropa,1,1
2010-391,2010-391_7521308,7521308,4,Zamboanga Peninsula,7.49432,122.67366,ADM1,6295630|6255147|PH|09,Earth|Asia|Philippines|Zamboanga Peninsula,1,1
2010-391,2010-391_7521297,7521297,4,Cagayan Valley,17.65667,121.73333,ADM1,6295630|6255147|PH|02,Earth|Asia|Philippines|Cagayan Valley,1,1
2010-391,2010-391_7521295,7521295,4,Northern Mindanao,8.5262,125.22669,ADM1,6295630|6255147|PH|10,Earth|Asia|Philippines|Northern Mindanao,1,1
2010-391,2010-391_7521299,7521299,4,Caraga,9,125.74167,ADM1,6295630|6255147|PH|13,Earth|Asia|Philippines|Caraga,1,1
2010-391,2010-391_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1
2010-391,2010-391_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1
2010-391,2010-391_7521301,7521301,4,Ilocos,16.97917,120.52083,ADM1,6295630|6255147|PH|01,Earth|Asia|Philippines|Ilocos,1,1
2010-391,2010-391_7521303,7521303,4,Calabarzon,14.31,121.09,ADM1,6295630|6255147|PH|40,Earth|Asia|Philippines|Calabarzon,1,1
2010-391,2010-391_7115989,7115989,4,Autonomous Region in Muslim Mindanao,7.79583,122.78921,ADM1,6295630|6255147|PH|14,Earth|Asia|Philippines|Autonomous Region in Muslim Mindanao,1,1
2010-391,2010-391_7521298,7521298,4,Soccsksargen,7.18889,124.45556,ADM1,6295630|6255147|PH|12,Earth|Asia|Philippines|Soccsksargen,1,1
2010-391,2010-391_7521309,7521309,4,Davao,7.54734,125.92499,ADM1,6295630|6255147|PH|11,Earth|Asia|Philippines|Davao,1,1
2011-592,2011-592_7115980,7115980,2,Compostela Valley,7.60755,125.9586,VAL,6295630|6255147|PH|7115980,Earth|Asia|Philippines|Compostela Valley,4,2
2011-588,2011-588_1679430,1679430,3,Zamboanga City,6.91348,122.06961,ADM2,6295630|6255147|PH|09|1679430,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City,1,1
2011-576,2011-576_1694008,1694008,6,Philippines,13,122,PCLI,6295630|6255147|PH,Earth|Asia|Philippines,1,1
2011-564,2011-564_1688907,1688907,1,San Nicolas,13.96667,120.98333,ADM3,6295630|6255147|PH|40|1726279|1688907,Earth|Asia|Philippines|Calabarzon|Province of Batangas|San Nicolas,1,1
2011-564,2011-564_1728254,1728254,1,Balete,14.01387,121.11332,ADM3,6295630|6255147|PH|40|1726279|1728254,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Balete,1,1
2011-564,2011-564_1683890,1683890,1,Talisay,14.11092,121.01977,ADM3,6295630|6255147|PH|40|1726279|1683890,Earth|Asia|Philippines|Calabarzon|Province of Batangas|Talisay,1,1
2011-563,2011-563_1696177,1696177,3,Province of Palawan,10,118.75,ADM2,6295630|6255147|PH|41|1696177,Earth|Asia|Philippines|Mimaropa|Province of Palawan,1,1
2011-562,2011-562_1680009,1680009,1,City of Victorias,10.83333,123.13333,ADM3,6295630|6255147|PH|06|1697808|1680009,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|City of Victorias,1,1
2011-562,2011-562_1713858,1713858,1,Enrique B. Magalona,10.83333,123.05,ADM3,6295630|6255147|PH|06|1697808|1713858,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|Enrique B. Magalona,1,1
2011-555,2011-555_1717952,1717952,3,Province of Catanduanes,13.83333,124.25,ADM2,6295630|6255147|PH|05|1717952,Earth|Asia|Philippines|Bicol|Province of Catanduanes,1,1
2011-555,2011-555_1679428,1679428,3,Province of  Zamboanga del Sur,7.9043,123.3194,ADM2,6295630|6255147|PH|09|1679428,Earth|Asia|Philippines|Zamboanga Peninsula|Province of  Zamboanga del Sur,1,1
2011-555,2011-555_1719845,1719845,3,Province of Camarines Sur,13.66667,123.33333,ADM2,6295630|6255147|PH|05|1719845,Earth|Asia|Philippines|Bicol|Province of Camarines Sur,1,1
2011-555,2011-555_1684308,1684308,1,Taguig,14.5243,121.0792,PPLA3,6295630|6255147|PH|40|1691591|1684308,Earth|Asia|Philippines|Calabarzon|Province of Rizal|Taguig,2,1
2011-555,2011-555_1723105,1723105,3,Province of Bukidnon,8,125,ADM2,6295630|6255147|PH|10|1723105,Earth|Asia|Philippines|Northern Mindanao|Province of Bukidnon,1,1
2011-555,2011-555_1719846,1719846,3,Province of Camarines Norte,14.16667,122.75,ADM2,6295630|6255147|PH|05|1719846,Earth|Asia|Philippines|Bicol|Province of Camarines Norte,1,1
2011-555,2011-555_7115980,7115980,2,Compostela Valley,7.60755,125.9586,VAL,6295630|6255147|PH|7115980,Earth|Asia|Philippines|Compostela Valley,4,2
2011-555,2011-555_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
2011-555,2011-555_1685754,1685754,3,Province of Sorsogon,12.83333,123.91667,ADM2,6295630|6255147|PH|05|1685754,Earth|Asia|Philippines|Bicol|Province of Sorsogon,1,1
2011-555,2011-555_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
2011-545,2011-545_1726279,1726279,3,Province of Batangas,13.91667,121.08333,ADM2,6295630|6255147|PH|40|1726279,Earth|Asia|Philippines|Calabarzon|Province of Batangas,1,1
2011-545,2011-545_1717639,1717639,3,Province of Cavite,14.25,120.83333,ADM2,6295630|6255147|PH|40|1717639,Earth|Asia|Philippines|Calabarzon|Province of Cavite,1,1
2011-545,2011-545_1708026,1708026,3,Province of Laguna,14.16667,121.33333,ADM2,6295630|6255147|PH|40|1708026,Earth|Asia|Philippines|Calabarzon|Province of Laguna,1,1
2011-545,2011-545_1691591,1691591,3,Province of Rizal,14.58333,121.16667,ADM2,6295630|6255147|PH|40|1691591,Earth|Asia|Philippines|Calabarzon|Province of Rizal,1,1
2011-545,2011-545_1692194,1692194,3,Quezon,14.66667,121.5,ADM2,6295630|6255147|PH|40|1692194,Earth|Asia|Philippines|Calabarzon|Quezon,1,1
2011-542,2011-542_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1
2011-542,2011-542_1714887,1714887,1,Dilasag,16.3975,122.21306,PPL,6295630|6255147|PH|03|1729926|1714887,Earth|Asia|Philippines|Central Luzon|Province of Aurora|Dilasag,2,1
2011-542,2011-542_1718152,1718152,1,Casiguran,16.2762,122.1246,PPL,6295630|6255147|PH|03|1729926|1718155|1718152,Earth|Asia|Philippines|Central Luzon|Province of Aurora|Casiguran|Casiguran,2,1
2011-542,2011-542_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
2011-542,2011-542_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1
2011-540,2011-540_1731758,1731758,3,Province of Aklan,11.66667,122.33333,ADM2,6295630|6255147|PH|06|1731758,Earth|Asia|Philippines|Western Visayas|Province of Aklan,1,1
2011-540,2011-540_7115980,7115980,1,Compostela Valley,7.60755,125.9586,VAL,6295630|6255147|PH|7115980,Earth|Asia|Philippines|Compostela Valley,4,1
2011-540,2011-540_1697808,1697808,3,Province of Negros Occidental,10.41667,123,ADM2,6295630|6255147|PH|06|1697808,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental,1,1
2011-540,2011-540_7521309,7521309,4,Davao,7.54734,125.92499,ADM1,6295630|6255147|PH|11,Earth|Asia|Philippines|Davao,1,1
2011-540,2011-540_1717952,1717952,3,Province of Catanduanes,13.83333,124.25,ADM2,6295630|6255147|PH|05|1717952,Earth|Asia|Philippines|Bicol|Province of Catanduanes,1,1
2011-540,2011-540_1723105,1723105,3,Province of Bukidnon,8,125,ADM2,6295630|6255147|PH|10|1723105,Earth|Asia|Philippines|Northern Mindanao|Province of Bukidnon,1,1
2011-540,2011-540_1717511,1717511,3,Province of Cebu,9.33333,123.66667,ADM2,6295630|6255147|PH|07|1717511,Earth|Asia|Philippines|Central Visayas|Province of Cebu,1,1
2011-540,2011-540_1718641,1718641,3,Province of Capiz,11.4,122.56667,ADM2,6295630|6255147|PH|06|1718641,Earth|Asia|Philippines|Western Visayas|Province of Capiz,1,1
2011-540,2011-540_1706800,1706800,3,Province of Leyte,10.91667,124.66667,ADM2,6295630|6255147|PH|08|1706800,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte,1,1
2011-540,2011-540_1685725,1685725,3,Southern Leyte,10.33333,125.08333,ADM2,6295630|6255147|PH|08|1685725,Earth|Asia|Philippines|Eastern Visayas|Southern Leyte,1,1
2011-519,2011-519_1707668,1707668,3,Province of Lanao del Norte,8,124,ADM2,6295630|6255147|PH|10|1707668,Earth|Asia|Philippines|Northern Mindanao|Province of Lanao del Norte,1,1
2011-519,2011-519_1685214,1685214,3,Province of Surigao del Sur,8.66667,126,ADM2,6295630|6255147|PH|13|1685214,Earth|Asia|Philippines|Caraga|Province of Surigao del Sur,1,1
2011-519,2011-519_1707667,1707667,3,Province of Lanao del Sur,7.91667,124.33333,ADM2,6295630|6255147|PH|14|1707667,Earth|Asia|Philippines|Autonomous Region in Muslim Mindanao|Province of Lanao del Sur,1,1
2011-519,2011-519_1721080,1721080,1,Cagayan de Oro,8.48222,124.64722,PPLA,6295630|6255147|PH|10|1699492|1721080,Earth|Asia|Philippines|Northern Mindanao|Province of Misamis Oriental|Cagayan de Oro,2,1
2011-519,2011-519_1717511,1717511,3,Province of Cebu,9.33333,123.66667,ADM2,6295630|6255147|PH|07|1717511,Earth|Asia|Philippines|Central Visayas|Province of Cebu,1,1
2011-519,2011-519_1723105,1723105,3,Province of Bukidnon,8,125,ADM2,6295630|6255147|PH|10|1723105,Earth|Asia|Philippines|Northern Mindanao|Province of Bukidnon,1,1
2011-519,2011-519_1679429,1679429,3,Province of Zamboanga del Norte,8,122.66667,ADM2,6295630|6255147|PH|09|1679429,Earth|Asia|Philippines|Zamboanga Peninsula|Province of Zamboanga del Norte,1,1
2011-519,2011-519_1717055,1717055,3,Compostela,7.68333,126.11667,ADM2,6295630|6255147|PH|11|1717055,Earth|Asia|Philippines|Davao|Compostela,1,1
2011-519,2011-519_1697806,1697806,3,Province of Negros Oriental,9.75,123,ADM2,6295630|6255147|PH|07|1697806,Earth|Asia|Philippines|Central Visayas|Province of Negros Oriental,1,1
