disaster_id,year,event_name,location,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,associated_disaster,associated_disaster2,country_name,country_iso3,start_isodate,end_isodate,no_killed,no_injured,no_affected,no_homeless,total_affected,total_dam_usd
2005-120,2005,Roke (Auring/02W),Leyste Isl.,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2005-3-15,2005-3-17 ,18,0,11,0,11,0
2006-702,2006,,"Mondragon, Catarman, Pambujan, San Roque, Catubig, Silvino Lobos (Northern Samar), Sta. Josefa, Agusan del Sur (CARAGA), Tago (Surigao del Sur), Kapalong (Dvao del Norte (Region XI) - Visayas and Mindanao",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2006-12-27,2006-12-29 ,0,0,415618,0,415618,5208038.23
2006-667,2006,Utor (Seniang),"Regions IV-B, V, VI, VII, VIII",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2006-12-11,2006-12-11 ,42,42,327500,0,327542,0
2006-648,2006,Durian (Reming),"Daraga town, Bicol region (Albay province), Catanduanes, Camarines, Sorgoson, Mindoro, Marinduque, Batangas, Laguna",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,Flood,Philippines,PHL,2006-11-30,2006-12-8 ,1399,2143,2560374,0,2562517,101859716.77
2006-610,2006,Queenie (Chebi),"Isabela, Auroa, Nueva Ecija (Luzon Island)",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,,Philippines,PHL,2006-11-13,2006-11-13 ,6,10,21250,0,21260,0
2006-605,2006,,Davao del Norte (Mindanao Island),Natural,Hydrological,Flood,General flood,,Broken Dam / Burst Bank,,Philippines,PHL,2006-10-21,2006-10-27 ,2,0,40000,0,40000,1170466.32
2006-600,2006,Cimaron (Paeng),"Quirino, Isabela, Neuva Vizcaya, Benguet, Kalinga, Aurora, La Union, Cagayan (Luzon Isl.)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2006-10-30,2006-11-1 ,34,58,282963,0,283021,13924407.37
2006-563,2006,,"Pasonanca, Tugbungan, Tumaga, Putik, Guiwan, Baliwasan, San JOse Gusu, Tetuan",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2006-10-4,2006-10-8 ,3,0,4250,0,4250,612078.72
2006-517,2006,Xangsane (Milenyo),"Luzon, Manilla, Panay Isl.",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2006-9-27,2006-10-6 ,228,406,3842000,0,3842406,173345602.34
2006-450,2006,Mount Mayon,Albay province,Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2006-8-13,2006-8-13 ,0,0,43849,0,43849,0
2006-448,2006,,Mindano Island,Natural,Hydrological,Flood,,,Landslide / Mudslide,,Philippines,PHL,2006-8,2006-8,26,0,15000,0,15000,0
2006-439,2006,,Between Kapatogan and Pagadian (Mindanao),Natural,Hydrological,Mass movement wet,Avalanche,,,,Philippines,PHL,2006-8-13,2006-8-13 ,6,0,1200,0,1200,0
2006-415,2006,Henry,"Tarlac, Zambales, Nueva Ecija",Natural,Meteorological,Storm,Tropical cyclone,,Heavy Rain,,Philippines,PHL,2006-6-30,2006-8-2 ,8,0,476027,0,476027,989450.56
2006-410,2006,Prapiroon,"Quirino region, Northern Luzon",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2006-8-2,2006-8-6 ,6,0,15000,0,15000,207094303.68
2006-388,2006,Kaemi,Central Luzon provinces,Natural,Meteorological,Storm,Tropical cyclone,,Heavy Rain,,Philippines,PHL,2006-7-24,2006-7-28 ,4,0,200355,0,200355,722529.02
2006-362,2006,Bilis,Northern Luzon,Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2006-7-11,2006-7-17 ,37,0,51680,0,51680,4602095.64
2006-251,2006,Chanchu (Caloy),"Sogod, Macrohon (Leyte), Albay province (Bicol region, Luzon), Visayas, Tagalog, Bicol",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2006-5-11,2006-5-12 ,41,0,42000,0,42000,5105258.09
2006-137,2006,,Carmen,Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2006-3-4,2006-3-6 ,1,0,1000,0,1000,0
2006-96,2006,,"Baranguay Guinsaugon (St Bernard, Southern Leyte)",Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2006-2-17,2006-2-17 ,1126,19,5907,0,5926,3379472.23
2006-87,2006,,Agos Agos (Sogod Southern Leyte municipality),Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2006-2-14,2006-2-14 ,11,25,7500,0,7525,0
2006-40,2006,,"Nueva Ecija, Kalinga, Cagayan, Abra, Aurora,Quezon, Isabela (Luzon)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2006-1-26,2006-2-5 ,4,0,256641,0,256641,14726706.04
2007-9347,2007,,"La Union, Isabela, Pangasinan, Ilocos Sur, Nueva Vizcaya, Quirino",Natural,Climatological,Drought,Drought,,,,Philippines,PHL,2007-8,2007-8,0,0,0,0,0,0
2007-669,2007,Mount Bulusan,Irosin (Sorsogon province),Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2007-7-31,2007-7-31 ,0,0,14036,0,14036,0
2007-668,2007,Goring,"Western section Luzon, Visayas, Mindanao regions",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-9-18,2007-9-18 ,1,0,64000,0,64000,0
2007-667,2007,Hanna,"Upper Pitawan, Hingyon, Ifugao, Bagong Silangan, Payatas, Quezon city, Lun Pididu, Malapatan, Sarangani, Hinigaran, Isabela, Ilog, Vallolodid, Pontevedra, NegrosOccidental (Regions V, X, XII, CAR, NCR)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-9-29,2007-9-30 ,11,0,12515,0,12515,347943.09
2007-665,2007,,"Naujan, Victoria (Oriental Mindoro)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2007-12-1,2007-12-4 ,0,0,12205,0,12205,0
2007-578,2007,Hagibis (Lando) (24),Central Visayans and Northern Mindanao regions,Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-11-18,2007-11-23 ,20,11,35322,0,35333,1338242.66
2007-577,2007,,"Zamboanga, Mosamis Oriental (Jolo Isl.)",Natural,Hydrological,Flood,Storm surge/coastal flood,,,,Philippines,PHL,2007-11-28,2007-11-28 ,0,0,33571,0,33571,0
2007-576,2007,Mitag (Mina) (23),"Isabela (Luzon Isl.), Camarines Sur, Camarines Norte provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-11-25,2007-12-2 ,29,6,443109,0,443115,6691213.3
2007-560,2007,Kabayan (Peipah),"Isabela, Cagayan (Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2007-11-4,2007-11-6 ,8,0,33884,0,33884,3975918.94
2007-553,2007,,Central Visayans and Northern Mindano regions,Natural,Hydrological,Flood,Storm surge/coastal flood,,Landslide / Mudslide,,Philippines,PHL,2007-11-18,2007-11-21 ,11,0,16463,0,16463,3372371.5
2007-525,2007,,Bicol (Southern Luzon),Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2007-10-27,2007-11-1 ,20,0,0,0,0,0
2007-463,2007,Lekima,"Ifugao, Kalinga provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-9-29,2007-10-12 ,8,0,2000,0,2000,0
2007-457,2007,Wipha/Goring,Negros Occidental,Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-9-17,2007-9-25 ,2,0,30000,0,30000,0
2007-380,2007,Sepat,"Central Luzon, Southern Luzon provinces, and the Bicol region",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2007-8-17,2007-8-24 ,3,0,380000,0,380000,658415.39
2007-346,2007,Chedeng and Dodong,"Metro Manilla, Luzon provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2007-8-8,2007-8-13 ,7,7,921455,0,921462,658415.39
2007-22,2007,,"Agusan del Norte, Agusan del Sur, Davao del Norte, Davao del Sur (Mindanao Isl.) - Visayas",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2007-1-10,2007-1-24 ,9,0,24508,0,24508,5460030.05
2008-623,2008,TRopical storm \'Higos\' (Pablo),"Nueva Ecija, Pampanga, Candaba",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2008-9-29,2008-9-29 ,1,0,27683,0,27683,0
2008-622,2008,,"Cotabato, Shariff Kabunsuan, Maguindanao",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-9-4,2008-9-13 ,6,3,365675,0,365678,4944121.95
2008-621,2008,Typhoon \'Helen\',"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-18,2008-7-18 ,2,1,31129,0,31130,175679.46
2008-620,2008,,"Manay (Davao Oriental), B.E. Dujali (Davaao del Norte)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-6-17,2008-6-17 ,7,1,2390,0,2391,206752.02
2008-611,2008,,"Asucion (Davao del Norte province), Initao, Gitagum (Oriental province)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-1-18,2008-1-18 ,0,0,29184,0,29184,533013.87
2008-609,2008,TYphoon \'Rammasun\' (Butchoy),"Lambayong, Esperanza (Sultan Kudarat)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-5-13,2008-5-13 ,1,40,8350,0,8390,334627.54
2008-608,2008,,"Nueva Ecija, Tariac, Pampanga, Bulacan",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-8-8,2008-8-8 ,0,0,39530,0,39530,0
2008-571,2008,,Souther Luzon,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2008-12-1,2008-12-4 ,29,0,0,50000,50000,0
2008-545,2008,,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peñablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao (Cagayan province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto.Thomas",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2008-11-21,2008-11-24 ,10,0,239763,0,239763,4885562.13
2008-540,2008,Tropical Storm \'Maysak\' (Quinta-Sony),"Pro, Tudela, Pilar and San Francisco (Camotes Island), Madridejos, Bantayan and Sta. Fe (Bantayan Island), Catmon, Medellin, San Remegio, Tuburan, Carmen, Tabuelan, Tabogon, Borbon, Sogod (Cebu province), Concepcion , Iloilo, Surigao Norte, Pililia Rozal,",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-11-6,2008-11-11 ,19,14,300,160,474,0
2008-426,2008,Typhoon \'Hagupit\' (Nina),"Itogon, Central region",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,,Philippines,PHL,2008-9-22,2008-9-22 ,37,17,41630,4485,46132,8867629.89
2008-393,2008,,Maco town (Compostelle Valley),Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2008-9-6,2008-9-6 ,24,28,5000,0,5028,0
2008-369,2008,Tropical storm \'Nuri\' (Karen),"Ilocos, Cagayan, Cordillera regions (La Union, Cagayan, Benguet provinces)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2008-8-22,2008-8-22 ,38,13,429450,0,429463,40477981.73
2008-347,2008,,Bansalan (Davao del Sur),Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2008-6-6,2008-6-6 ,1,0,1000,0,1000,0
2008-329,2008,Tropical storm \'Kammuri\' (Julian),"Quezon city (NCR), CAR, Region I, Region III",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-8-4,2008-8-4 ,2,0,4498,0,4498,0
2008-292,2008,Tropical Storm \'Fung-Wong\' (Igme),"Piddig, Pasuquin - Metro Manilla (Northern Luzon), Ilocos Norte, Ilocos Sur, Abra",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2008-7-28,2008-7-29 ,10,2,22079,0,22081,47803.93
2008-249,2008,Typhoon Fengshen (Franck),"Aklan, Cebu, Cotabato, General Santos, Iloilo, Leyte, Marinduque, Masbate, Mindoro Oriental, Ormoc, Romblon, Eastern and Western Samar Island, Iloilo, Antique, Capiz, Negros Occidental",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2008-6-21,2008-6-23 ,644,826,4784634,0,4785460,340237334.86
2008-197,2008,Halong (Cosme),"Botoloan, Pangasinan, Zambales and La Union provinces",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,Flood,Philippines,PHL,2008-5-18,2008-5-18 ,64,33,1496635,0,1496668,118522685.58
2008-155,2008,Typhoon \'Neoguri\' (Ambo),Mindanao Island,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2008-4-13,2008-4-13 ,1,0,0,0,0,19121573.89
2008-77,2008,,"Naujan, Baco (Oriental Mindoro-Region IV-B), Albay, Camarines Sur, Camarines Norte, Sorgoson, Catanduanes (Region V), Capiz (Region VI), Eastern, Northern and Western Samar provinces, Leye (Region VIII), Leyte, Misamis Oriental, Lanao del Norte (Region X",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2008-2-12,2008-3-12 ,63,37,875306,0,875343,36728958.15
2009-606,2009,Goni (Jolina),"Panay, Negros, Mindanao Islands",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2009-8-1,2009-8-3 ,14,10,221412,0,221422,3612619.39
2009-574,2009,Mount Mayon,"Camalig, Daraga, Legaspi city, Tabaco city, Malilipot, Santo Domingo, Legao city, Guinobatan",Natural,Geophysical,Volcano,Volcanic eruption,,Earthquake,,Philippines,PHL,2009-12-14,2009-12-20 ,0,0,47137,0,47137,0
2009-521,2009,Tropical depression \'Urduja\',Agusan del Norte province (Caraga); Region VII; Region X,Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,,Philippines,PHL,2009-11-25,2009-11-25 ,4,13,48129,0,48142,15010.88
2009-478,2009,Tropical storm \'Mirinae\' (Santi),"NCR; Aurora, Bataan, Bulacan (Region III); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A); Occidental Mindoro, Oriental Mindoro (REgion IV-B); Albay, Camarines Norte, Damarines Sur (Region V)",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,,Philippines,PHL,2009-10-28,2009-10-28 ,39,20,802155,0,802175,19006280.83
2009-422,2009,Typhoon \'Pepeng\' (Parma),"NCR; La Union, Pangasinan, Ilocos Norte, Ilocos Sur, (Region I); Isabela, Nueva Vizcaya, Cayagan (Region II); Aurora, Bulacan, Pampanga, Zambales, Nueva Ecija, Tarlac (Region III); Quezon, (Region IV-A); Albay, Camarines Sur, Catanduanes, Sorsogon (Region",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2009-9-29,2009-10-10 ,512,207,4478284,0,4478491,732254683.71
2009-414,2009,Tropical storm \'Ondoy\' (Ketsana),"Bolinao, Sual, Dagupan city (Pangasinan, Region I); Rizal, Cabarroguis (Quirino, Region II); Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay c",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2009-9-24,2009-9-27 ,501,529,4901234,0,4901763,297076650.48
2009-404,2009,,"Pablacion, Norala, Panay, Santo Nino (South Cotabo)",Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,2009-9-18,2009-9-19 ,0,2,380,10,392,112581.63
2009-374,2009,Tropical Depression Nando,"Santa Teresita (Cagayan) - Region II; Silang (Cavite); Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro (Laguna) - Region IV; Pasil (Kalinga) - CAR",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2009-9-12,2009-9-13 ,3,3,48330,0,48333,0
2009-373,2009,Tropical depression Maring,"Botolan, Iba, San Antonio, San Felipe, San Marcelino (Zambales); Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal (Battan); Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thom",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2009-9-8,2009-9-9 ,15,0,388373,0,388373,7884466.77
2009-360,2009,Tropical storm Labuyo (Dujuan),"Botolan (Zamables); Pilar, Morong, Hermosa, Dinalupihan (Bataan) - Region III; Sibalom (Antique); San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran (Negros Occidental) - Region VI; Bayawan city (Negros Oriental) - Region VII",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,,Philippines,PHL,2009-9-2,2009-9-8 ,1,0,95700,0,95700,0
2009-321,2009,Typhoon Morakot (Kiko),"Bagio city, Benguet, Capas, Tarlac, Bautista, Pangasingan, Botolan, Zambales, Mandaluyong city (Central and Northern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,Flood,Philippines,PHL,2009-8-4,2009-8-8 ,26,18,94211,0,94229,31272674.78
2009-311,2009,,"Santolan, Sta Lucia, Maybunga baranguays (Pasig city); Malanday (Marikina city)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2009-8-5,2009-8-5 ,0,0,1578,0,1578,0
2009-289,2009,,"Kabacan,Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit (North Cotabato); Sultan Kudarat, Sultan Mastura, Mangundadatu, Buluan, Pandag, South Upi, North Kabuntalan, Ampatuan, Shariff Aguak, Datu Abdullah Sangki, Matanog, Mamasapano, Buldon, Datu",Natural,Hydrological,Flood,Flash flood,,Landslide / Mudslide,,Philippines,PHL,2009-7-4,2009-8-10 ,22,0,505102,0,505102,28720824.52
2009-267,2009,,Valencia city (Bukidnon),Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2009-7-17,2009-7-17 ,0,0,920,0,920,0
2009-265,2009,Tropical Storm \'Isang\' (Molave),"Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion (Ilocos Norte municipality, Region I); Naic, Kawit, Noveleta, Bacoor, Cavite city (Cabite municipality), San Mateo, Rodriguez (Rizal municipalit",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2009-7-18,2009-7-18 ,5,1,248057,0,248058,0
2009-239,2009,Topical Storm \'Feria\' (Nangka),"Metro Manila (NCR), Pampanga (Region III), Batangas, Cavite, Quezon (Region IV-A), Romblon, Oriental Mindoro, Occidental Mindoro, Marinduque (Region IV-B), Albay, Camarines Sur, Masbate (Region V), Antique (Region VI), Cebu (Region VII), Leyte, Biliran, W",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,Surge,Philippines,PHL,2009-7-23,2009-7-26 ,16,5,110400,0,110405,5355132.83
2009-195,2009,,"Brgys Manayahay, Pugaan, Tambacan, Umbado Laya, Pala-o, Tipanoy, Tubod barangays (Iligan city, Lanao del Norte)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2009-5-18,2009-5-18 ,0,0,715,0,715,0
2009-194,2009,,"Brhys Bulalo, Salimbao, Calsada, Banigo, Katuli, Lower Limbao, Maluag (Sultan Kudarat, Maguindanao)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2009-5-18,2009-5-18 ,0,0,34325,0,34325,0
2009-193,2009,,"Brgy Damatog (North Kabuntalan, Maguindanao)",Natural,Meteorological,Storm,Local storm,Tornado,,,Philippines,PHL,2009-5-15,2009-5-15 ,0,0,0,100,100,6254.53
2009-192,2009,,"Magapispis, Sitio Boringot, Brgy Napnapan, Sitio Gumayan, Brgy Kingking (Pantukan, Compostela Valley province)",Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2009-5-18,2009-5-18 ,10,16,0,0,16,0
2009-174,2009,Typhhon \'Dante\' (Kujira),"Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon, Masbate provinces",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2009-4-29,2009-5-5 ,29,8,383457,0,383465,32285909.45
2009-165,2009,Typhoon  \'Emong\' (Chanom),"Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando city (La Union province); Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos cit",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,Flood,Philippines,PHL,2009-5-7,2009-5-10 ,77,53,400954,0,401007,37955019.93
2009-27,2009,,"Poblacion, Mago-ong, Samburon baranguays (Linamon, Labao del Norte province)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2009-1-8,2009-1-8 ,0,0,1345,0,1345,0
2009-26,2009,,"Malibago, Gumamela, Anahaw, Bagacay, Santa Cruz baranguays (Labo, Camarines Norte)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2009-1-9,2009-1-9 ,0,0,1300,0,1300,0
2009-23,2009,,"Aringay (La Union), Brroke\'s Point, Bataraza, Balabac (Palawan), Labo (Camarines Norte), Bagamanoc, Baras, Bato, Caramoran, Gigmoto, Pandan, Panganiban, San Andres, San Miguel, Viga, Virac (Catanduanes), Pontevedra, Panitan, Sigma, Dao, Cuartero (Capiz),",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2009-1-2,2009-1-15 ,33,15,537976,0,537991,7948263.02
2010-606,2010,Bulusan,"Casuguran, Juban, Irosin, Magallanes (Sorsogon province)",Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2010-11-9,2010-11-9 ,0,0,14161,0,14161,0
2010-398,2010,,Zamboanga city,Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2010-8-15,2010-8-15 ,0,0,505,0,505,0
2010-371,2010,,"Sultan Kudarat, Pagalundan, Datu Montawal (Maguindnao); Lambayong (Sultan Kudarat); Kabacan North Cotabato",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2010-7-13,2010-7-31 ,0,0,80920,0,80920,0
2010-281,2010,,"Cotaboato city, Sultan Kudarat, Maguindanao",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2010-6-1,2010-6-1 ,0,0,200000,0,200000,0
2010-33,2010,,"Naujan, Baco municipalities (Mindoro Oriental)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2010-1-17,2010-1-17 ,1,0,15480,0,15480,0
2010-31,2010,,"Valencia, Cagdianao province (Dinagat Islands)",Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2010-1-1,2010-1-1 ,2,2,925,0,927,88571.66
2010-20,2010,,"Jabonga, Las Nieves, Santiago (Agusan del Norte); Mainit (Surigao Del Norte); Prosperidad, San Francisco (Agusan del Sur); Cagdianao, Loreto (Dinagat Island)",Natural,Hydrological,Flood,Flash flood,,Landslide / Mudslide,,Philippines,PHL,2010-1-14,2010-1-17 ,2,0,40198,0,40198,24981.75
2010-488,2010,,"Polomok, Koronadal city, Banga, Tupi (South Cotabato); Lambayong, Tacurong city (Sultan Kudarat); Marilog city (Davao city); Bukidnon (Kalilangan); Cagayan de Oro city (Misamis Oriental)",Natural,Hydrological,Flood,Flash flood,,Landslide / Mudslide,,Philippines,PHL,2010-9-10,2010-9-17 ,6,9,46704,0,46713,3583745.63
2010-585,2010,,"Isabela, Cagayan, Quirino provinces (Region II); Kalinga province (CAR); Aurora province (Region III)",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2010-11-1,2010-11-10 ,16,0,450673,0,450673,0
2010-232,2010,,Southern Midaneo Isl.,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2010-5-28,2010-6-1 ,27,0,40000,0,40000,0
2010-383,2010,Tropical storm Ester (Dianmu),"Sitio Sabitan, Santo Rosario, Malolos city, Bulacan (REgion III); Navostas West, Navotas city (NCR); REgion IV-B",Natural,Meteorological,Storm,Tropical cyclone,,Transport Accidents,,Philippines,PHL,2010-8-9,2010-8-9 ,31,0,1045,0,1045,0
2010-543,2010,Typhoon Megi (Juan),"Aringuay, Bangar (La Union, Ilocos region); Bolinao (Pangasinan); Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo NIno, Tiao (Cagayan, Cagayan Valley); Dinapigue, Divilacan, San Mariano, Santa Maria (Isabel",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2010-10-18,2010-10-18 ,35,42,2008984,0,2009026,313117851.06
2010-659,2010,,"Palawan (Region IV-B); Albay, Sorsogon, Catanduanes (Region V, Bicol); Bohol, Cebu (Region VII, Central Visayas); Eastern Samar, Leyte, Western Samar, Northern Samar, Southern Leyte (Region VIII); Camiguin, Lanao del Norte (Region X, Northern Mindanao); C",Natural,Hydrological,Flood,Flash flood,,Landslide / Mudslide,,Philippines,PHL,2010-12-24,2011-1-25 ,110,13,1972433,0,1972446,53836807.33
2010-308,2010,Typhoon Conson (Basyang),"Manila city, Muntinlupa city, Pateros (NCR); Dingalan (Aurora); Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Battan); Malolos city (Bulacan); Masantol (Pampanga) - Region III; Agoncillo, Balayan, Balete, Calaca, Calatagan, Laurel",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2010-7-12,2010-7-15 ,146,91,585383,0,585474,9850758.34
2010-391,2010,Dengue,"National Capital, Ilocos, Cagayan Valley, Cordillera Administrative Region, Central Luzon, Calabarzon, Mimaropa, Bicol, Western Visayas, Eastern Visayas, Zamboanga Peninsula, Nordern Mindanao, Davao, Soccsksargen, Autonomos Region of Muslim Mindanao, Cara",Natural,Biological,Epidemic,Viral Infectious Diseases,,,,Philippines,PHL,2010-1-1,2010-11,737,123939,0,0,123939,0
2011-592,2011,,Compostela Valley province,Natural,Hydrological,Flood,Flash flood,,Landslide / Mudslide,,Philippines,PHL,2011-3-31,2011-3-31 ,2,0,871,0,871,0
2011-588,2011,,Zamboanga city,Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2011-7-20,2011-7-20 ,0,0,469,0,469,0
2011-576,2011,Tropical Storm Haima (Egay),,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2011-6-19,2011-6-24 ,0,0,0,0,0,0
